id,term_in_arabic,new_term_in_arabic,term_in_arabic_normalized,definition_in_english,part_of_speech,is_from_french,is_vulgar,french,example_sentence_in_arabic,example_sentence_in_arabic_normalized,example_sentence_in_english
15292,إشَاعَة تْسِيرْكِيلِي,,إشاعة تسيركيلي,there's a rumor going around,PHR,False,False,,فما إشاعة تسيركيلي في البلاد حول القبض على وزير فاسد,فما إشاعة تسيركيلي في البلاد حول القبض على وزير فاسد,There is a rumor going around in the country about a corrupt minister being arrested.
15293,شَامِي,,شامي,"to wink, make signs in order to plan something bad",V,False,False,,شبيه صاحبك من قبيلا يشامي بيديه,شبيه صاحبك من قبيلا يشامي بيديه,Why has your friend been making signs with his hands for a while?
15294,شَبْرِشْ بِفْلُوسُو,,شبرش بفلوسو,"to boast of one's wealth, be proud of it",V,False,False,,شفيق يشبرش بفلوسو برشة,شفيق يشبرش بفلوسو برشة,Chafik boasts a lot about his wealth.
15295,شَبَّهْ,,شبه,"to resemble, look like",V,False,False,,خوك يشبه لبرات بيت,خوك يشبه لبرات بيت,Your brother looks like Brad Pitt.
15296,إشْتِبَاكَاتْ,,إشتباكات,"clashes, fights",N,False,False,,حصلت إشتباكات عنيفة بين الشرطة والمحنجين,حصلت إشتباكات عنيفة بين الشرطة والمحنجين,Violent clashes took place between the police and the protestors.
15297,إشْتِبَاهْ,,إشتباه,suspicion,N,False,False,,فما إشتباه في ضلوع بعض الوزراء في عمليات فساد,فما إشتباه في ضلوع بعض الوزراء في عمليات فساد,There is suspicion that some of the minstries were complicit in the corrup activities.
15298,إشْتِرَاكِي,,إشتراكي,socialist,N,False,False,,الحزب الإشتراكي  خسر في الإنتخابات,الحزب الإشتراكي  خسر في الإنتخابات,The Socialist Party lost the elections.
15300,إستَرْشِدْ,,إسترشد,to ask for help/advice/directions,V,False,False,,أنا ديما نسترشد الطبيب متاعي وقت مانحس بقلق,أنا ديما نسترشد الطبيب متاعي وقت مانحس بقلق,I always ask my doctor for advice when I feel bad.
15301,إشْتَغَلْ,,إشتغل,"to work, be employed",V,False,False,,مدير المدرسة إشتغل أستاذ في الخليج عشرة سنين,مدير المدرسة إشتغل أستاذ في الخليج عشرة سنين,The schol principal worked as a teacher in the Gulf for ten years.
15302,إشْتَهَرْ,,إشتهر,to become famous,V,False,False,,الممثل هذا اشتهر كي مثل في مسلسل تاريخي,الممثل هذا اشتهر كي مثل في مسلسل تاريخي,That actor became famous after he acted in a historical show.
15304,إشْتِيَاقْ,,إشتياق,"yearning, longing for, missing",N,False,False,,عندي إشتياق كبير لأيامات المدرسة,عندي إشتياق كبير لأيامات المدرسة,I have a strong desire for the school days.
15306,شَخِّصْ,,شخص,"to diagnose, identify, determine",V,False,False,,الطبيب شخص المرض وقرر يعمل عملية,الطبيب شخص المرض وقرر يعمل عملية,The doctor diagnosed the sickness and decided to do surgery.
15307,شِدْ,,شد,"to catch, hold, grab",V,False,False,,شد الحبل بالقوي وماتسيبوش,شد الحبل بالقوي وماتسيبوش,Grab the rope well and don't let go.
15308,شِدْ الرِّيتْمْ,,شد الريتم,"to follow a pattern, get into a rhythm",V,False,False,,ميسي شد الريتم متاع التسجيل في كل ماتش,ميسي شد الريتم متاع التسجيل في كل ماتش,Messi got into a pattern of scoring every match.
15310,شِدْ صْحِيحْ,,شد صحيح,"to insist, be stubborn",V,False,False,,أحمد شد فيا الصحيح باش نمشي نسهر معاهم,أحمد شد فيا الصحيح باش نمشي نسهر معاهم,Ahmed insisted that I go to the party with them.
15311,شِدْ عْليهْ البْرُوفَا,,شد عليه البروفا,"to hold something over someone, blackmail",V,False,False,,صاحبها شد عليها البروفا وديما يهدد فيها,صاحبها شد عليها البروفا وديما يهدد فيها,Her friend held it over her and always threatened her.
15312,شِدْلُو المِيزَانْ,,شدلو الميزان,to keep rhythm for someone,V,False,False,,سامي يجري بالقوي مانجمتش نشدلو الميزان,سامي يجري بالقوي مانجمتش نشدلو الميزان,Sami is running hard; I coldn't keep rhythm for him.
15313,إشْرَافْ,,إشراف,Ichraf (woman's name),N,False,False,,كنت مصوحب طفلة إسمها إشراف,كنت مصوحب طفلة إسمها إشراف,I was going out with a girl named Ichraf.
15313,إشْرَافْ,,إشراف,"supervision, oversight",N,False,False,,الشركة هاذي تحت إشراف سي محمد,الشركة هاذي تحت إشراف سي محمد,This company is under the supervision of Mr. Mohammed.
15314,إشْرَاقْ,,إشراق,Ichraq (woman's name),N,False,False,,بنت عمي إسمها إشراق,بنت عمي إسمها إشراق,My cousin's name is Ichraq.
15315,شَرْحُو الجُثَّة,,شرحو الجثة,to do an autopsy,V,False,False,,قاضي التحقيق أمر بتشريح جثة القتيل,قاضي التحقيق أمر بتشريح جثة القتيل,The investigative judge ordered that the murdered person have an autopsy.
15316,شَرْشِرْ المَاءْ,,شرشر الماء,"water spills, runs a little, leaks",V,False,False,,الماء يشرشر من السبالة,الماء يشرشر من السبالة,Water is leaking out of the faucet.
15317,إشهر عْلِيهْ السِّيفْ,,إشهر عليه السيف,"to unsheathe a sword, announce a war",V,False,False,,الفارس أشهر الصيف على الأعداء وأعلن الحرب عليهم,الفارس أشهر الصيف على الأعداء وأعلن الحرب عليهم,The rider unsheathed his sword on the enemies and announced war on them.
15319,أشْرِقْ,,أشرق,to shine,V,False,False,,أشرقت الشمس بعد ما كان الطقس مغيم,أشرقت الشمس بعد ما كان الطقس مغيم,The sun shone out after it had been overcast.
15320,أشْرَقَتْ الأنْوَارْ,,أشرقت الأنوار,"welcome, what a great surprise, your visit brightens our day",V,False,False,,أشرقت الأنوار بحضورك سي الطيب,أشرقت الأنوار بحضورك سي الطيب,"It's a great surprise to have you, Mr. Tayeb."
15322,آشْعَنْدِي فِيهْ,,آشعندي فيه,I don't care about him,PHR,False,False,,آشعندي فيه شيعمل أمورو,آشعندي فيه شيعمل أمورو,I don't care about him and what he's doing.
15323,أشْعِيَاءْ,,أشعياء,Isaiah,N,False,False,,فما نبي كان إسمو أشعياء,فما نبي كان إسمو أشعياء,There is a prophet whose name was Isaiah.
15324,أشْغَالْ عَامَّة,,أشغال عامة,public works (especially in Middle East),N,False,False,,البلديّة تتلهى بالأشغال العامّة,البلدية تتلهى بالأشغال العامة,The municipality is taking care of public works.
15325,أشْغَالْ عُمُومِيّة,,أشغال عمومية,public works,N,False,False,,البلديّة تتلهى بالأشغال العموميّة,البلدية تتلهى بالأشغال العمومية,The municipality is taking care of public works.
15326,شَفِّرْ,,شفر,"to encode, block with a password",V,False,False,,شفر اللغة متاعو باش ميفهموهوش النس الكل,شفر اللغة متاعو باش ميفهموهوش النس الكل,He encoded his speech so not everyone would understand him.
15327,أشْقِرْ,,أشقر,blond,ADJ,False,False,,هندة مصوحبة واحد أشقر وعينيه خضر,هندة مصوحبة واحد أشقر وعينيه خضر,Hinda is going out with a blond guy with green eyes.
15329,إشُكْ فِي المِصْدَاقِيَّة,,إشك في المصداقية,to doubt the credibility of something,V,False,False,,المعارضة تشكك في المصداقية متاع الإنتخابات,المعارضة تشكك في المصداقية متاع الإنتخابات,The opposition doubts the credibilty of the elections.
15330,إشُكْ فِي شَخْصْ,,إشك في شخص,to suspect someone,V,False,False,,الضحية متنجمش تشك في شخص معين أنو سرقلها فلوسها,الضحية متنجمش تشك في شخص معين أنو سرقلها فلوسها,The vicitim can't suspect a certain person to have stolen her wallet.
15331,إشْكَالْ,,إشكال,"problem, issue",N,False,False,,الإشكال إنو معندناش فلوس تكفي باش نبدو المشروع,الإشكال إنو معندناش فلوس تكفي باش نبدو المشروع,The problem is that we don't have enough money to start the venture.
15332,إشْكَالِيَّة,,إشكالية,"problem, little issue",N,False,False,,عنّا إشكاليّة صغيرة في الخدمة,عنا إشكالية صغيرة في الخدمة,We have a little problem at work.
15333,إشَكَّكْ,,إشكك,"to doubt, question",V,False,False,,المحامي إشكك في صحة أقوال الشهود,المحامي إشكك في صحة أقوال الشهود,The lawyer doubts the truth of what the witnesses said.
15334,شَكِّلْ,,شكل,"to form, put together",V,False,False,,سمر شكلت برشة أشكال هندسية,سمر شكلت برشة أشكال هندسية,Samar formed a lot of geometric designs.
15336,أشْلَاءْ,,أشلاء,"shreds, shards",N,False,False,,الإرهابي تحول إلى أشلاء بعد مافجر روحو,الإرهابي تحول إلى أشلاء بعد مافجر روحو,The terrorist went to shreds after blowing himself up.
15337,شَلْبَقْ,,شلبق,"to slap, smack (often on back of neck)",V,False,False,,سامي شلبق صاحبو بالقوي,سامي شلبق صاحبو بالقوي,Sami slapped his friend hard.
15338,شَلْك,,شلك,"to humiliate, mock",V,False,False,,المدير شلك الخدامة خاطرهم جو روتار,المدير شلك الخدامة خاطرهم جو روتار,The director humiliated the employees because they came late.
15340,آشْمَعْنَاهَا,,آشمعناها,what does this mean,PHR,False,False,,آشمعناها الكلمه هاذي؟,آشمعناها الكلمه هاذي ، ,What does that word mean?
15341,إشَنْدَقْ,,إشندق,"to spend a lot of money, spend wildly",V,False,False,,مراد إشندق في الفلوس كيما يجي,مراد إشندق في الفلوس كيما يجي,Mourad spent money however he wanted.
15342,أشنُوّا,,أشنوا,what,PRON,False,False,,أشنوّا باش تعطي كادو لمروان في عيد ميلادو؟,أشنوا باش تعطي كادو لمروان في عيد ميلادو ، ,What are you going to give Marouen for a gift on his birthday?
15345,إشْهَارْ,,إشهار,"publicity, advertisement",N,False,False,,الإشهار متع الكراهب يتكلّف برشة,الإشهار متع الكراهب يتكلف برشة,Advertisement on cars costs a lot.
15346,شهّر,شَهِّرْ,شهر,"to tell on, embarrass, let someone's secret out",V,False,False,,سمير شهر بصاحبتو حكى عليها للناس الكل,سمير شهر بصاحبتو حكى عليها للناس الكل,Samir told on his girlfriend and talked about her to everybody.
15347,أشْهِرْ,,أشهر,the most famous,ADJ,False,False,,أشهر رجل أعمال في البلاد طلع سارق,أشهر رجل أعمال في البلاد طلع سارق,The most famous businessman in the country turned out the be a thief.
15348,شُوتْ,,شوت,"to kick the ball, shoot",V,False,False,,شوط الكورة بالسّاق ليمين,شوط الكورة بالساق ليمين,Shoot the ball with your right foot.
15349,شُوتْ پِيلَانْتِي,,شوت پيلانتي,to do a penalty kick,V,False,False,,الكوارجي باش يشوت پِيلَانْتِي,الكوارجي باش يشوت پيلانتي,The soccer player is going to shoot a penalty kick.
15350,شَوِّشْ,,شوش,to make noise (especially in school),V,False,False,,وليد ديما يشوّش في القسم,وليد ديما يشوش في القسم,Walid always causes a lot of problems in the classroom.
15351,شَوَّشْلُو أفْكَارُو,,شوشلو أفكارو,"to confuse someone, not give him time to think",V,False,False,,يزي مالحس راك شوشتلي أفكاري,يزي مالحس راك شوشتلي أفكاري,Quit all that noise; you're confusing my thinking.
15352,إشُوفْ المُسْتَقْبِلْ,,إشوف المستقبل,"to consider one's future, work toward the future",V,False,False,,لازمك تهتم بروحك وتشوف خدمة باهية وتشوف مستقبلك,لازمك تهتم بروحك وتشوف خدمة باهية وتشوف مستقبلك,You need to be concerned with yourself and find a good job and consider your future.
15356,إشِيخْ عْلَى,,إشيخ على,"to enjoy something/someone, have a good time with it",V,False,False,,هو يشيخ على المشي للبحر في الليل,هو يشيخ على المشي للبحر في الليل,He loves to walk on the beach at night.
15357,إصَابَة,,إصابة,"injury, casualty",N,False,False,,"وليد مشى باش يكوّر ليوم, عندو إصابة على مستوى الركبة","وليد مشى باش يكور ليوم, عندو إصابة على مستوى الركبة",Walid went to play soccer today and he has an injury on his knee.
15358,إصَابَة طَفِيفَة,,إصابة طفيفة,minor injury,N,False,False,,كريستاينو رونالدو تعرض لإصابة طفيفة بعد ماضربو المدافع,كريستاينو رونالدو تعرض لإصابة طفيفة بعد ماضربو المدافع,Christiani Ronaldo faced a minor injury after the defender hit him.
15359,صُبْ دُوسِي,,صب دوسي,to submit a document or file,V,False,False,,أحمد صب دوسي في بيرو الشغل ويستنى لين يكلموه,أحمد صب دوسي في بيرو الشغل ويستنى لين يكلموه,Ahmed submitted a file at the employment office and is waiting for them to call him.
15361,أصْحَابْ,,أصحاب,friends,N,False,False,,مشيت أنا وصحابي للقهوة,مشيت أنا وصحابي للقهوة,I went with my friend to the café.
15361,أصْحَابْ,,أصحاب,owners of something,N,False,False,,أصحاب الدار ماهمش موجودين توا,أصحاب الدار ماهمش موجودين توا,The house owners aren't here now.
15362,صَحَّحْ عَقْدْ,,صحح عقد,to sign a contract,V,False,False,,ليوم باش نصحّح العقد متع كراء الدار,ليوم باش نصحح العقد متع كراء الدار,I'm going to sign the house's rental contract today.
15363,إصْدَارْ,,إصدار,"issue, publication, putting out",N,False,False,,الجمهورية التونسية أعلنت عن إصدار الدستور الجديد,الجمهورية التونسية أعلنت عن إصدار الدستور الجديد,The Tunisian Republic announced the publication of the new constituion.
15364,أصْدِقَاءْ,,أصدقاء,friends,N,False,False,,ولدي عندو برشة أصدقاء في الروضة,ولدي عندو برشة أصدقاء في الروضة,My son has a lot of friends in the preschool.
15365,أصْرُفْهَا,,أصرفها,to make change,V,False,False,,بابا عطاني عشرة ألاف قالي أصرفها,بابا عطاني عشرة ألاف قالي أصرفها,Dad gave me ten dinars and told me to make change.
15365,أصْرُفْهَا,,أصرفها,"to leave it with someone else, not receive a greeting",V,False,False,,كلمة صباح الخير أصرفها على روحك,كلمة صباح الخير أصرفها على روحك,"Leave that ""good morning"" with yourself."
15367,إصْطَادْ بِالشِّبْكَة,,إصطاد بالشبكة,to fish with a net,V,False,False,,الصيادة إصطادوا الحوت بالشبكة,الصيادة إصطادوا الحوت بالشبكة,The fisherman caught the fish in a net.
15369,إصطاد بالمنداف,إِصْطَادْ بِالمِنْدَافْ,إصطاد بالمنداف,to hunt by trap,V,False,False,,بابا إصطاد أرنب بالمنداف,بابا إصطاد أرنب بالمنداف,Dad caught a rabbit with a trap.
15370,إصْطِنَاعِي,,إصطناعي,"artificial, fake",ADJ,False,False,,مركّب قلب إصطناعي,مركب قلب إصطناعي,He had an artificial heart implanted.
15372,أصْفَرْ,,أصفر,yellow,N,False,False,,نحب نشري سبادري أصفر,نحب نشري سبادري أصفر,I want to buy yellow sneakers.
15373,أصْلْ,,أصل,"origin, root",ADJ,False,False,,مروى أصلها من باجة,مروى أصلها من باجة,Maroua is originallly from Beja.
15374,أصْلْ الكَلِمَة,,أصل الكلمة,"etymology, origin of a word",N,False,False,,أصل الكلمة هاذي فارسي,أصل الكلمة هاذي فارسي,The origin of that word is French.
15375,أصْلْ تِجَارِي,,أصل تجاري,tangible and intangible value of a commercial property,N,False,False,,جارنا باع  الأصل التجارة متاع القهوة متاعو,جارنا باع  الأصل التجارة متاع القهوة متاعو,Our neighbor sold the commercial rights of his café.
15376,أصْلًا,,أصلا,"originally, to begin with",ADV,False,False,,منين جبتها الحكاية هاذي أصلا,منين جبتها الحكاية هاذي أصلا,Where did you get that from in the first place?
15377,إصْلَاحْ,,إصلاح,reform,N,False,False,,وزارة التربية قامت بإصلاح المنظومة التربوية,وزارة التربية قامت بإصلاح المنظومة التربوية,The Ministry of Education reformed the education system.
15378,إصْلَاحِي,,إصلاحي,"reformer, someone who fixes problems",N,False,False,,خير الدين باشا كان عندو فكر إصلاحي,خير الدين باشا كان عندو فكر إصلاحي,Khairiddine Bacha had ideas for reformation.
15379,إصْلَاحِيَّة,,إصلاحية,juvenile prison,N,False,False,,وليد شدوه يبيع في الزطلة شوية هزوه للإصلاحية,وليد شدوه يبيع في الزطلة شوية هزوه للإصلاحية,They caught Walid selling a little marijuana and took him to juvenile prison.
15381,أصْلَعْ,,أصلع,bald,ADJ,False,False,,إنت كي باش تكبر شعرك باش يطيح و تولّي أصلع,إنت كي باش تكبر شعرك باش يطيح و تولي أصلع,"When you get old, your hair will fall out and you'll become bald."
15382,أصْلُو وْ فَصْلُو,,أصلو و فصلو,"where exactly someone is from, his origins, background",PHR,False,False,,أيه قلي شكون صاحبك هاذا وأصلو وفصلو منين,أيه قلي شكون صاحبك هاذا وأصلو وفصلو منين,"Ok, tell me who your friend there is and where exactly he's from."
15384,أصُولْ الدِّينْ,,أصول الدين,primary principles of religion,N,False,False,,كان العلماء الكبار يقدروا يفسروا أصول الدين,كان العلماء الكبار يقدروا يفسروا أصول الدين,The old experts used to be able to explain the primary principles of religion.
15385,أصِيلْ,,أصيل,"original, authentic, pure",ADJ,False,False,,عمّي عندو حصان عربي أصيل,عمي عندو حصان عربي أصيل,My uncle has an authentic Arab horse.
15386,أصِيلْ المِنْطَقَة,,أصيل المنطقة,originally from a region,PHR,False,False,,أنا موش أصيل المنطقة هذي,أنا موش أصيل المنطقة هذي,I'm not originally from this area.
15387,إضَاءَة,,إضاءة,"illumination, lighting",N,False,False,,ولد عمّي هو إلّي لاهي بالإضاءة في بالرنامج التلفزي,ولد عمي هو إلي لاهي بالإضاءة في بالرنامج التلفزي,My cousin is the one taking care of lighting in the TV program.
15388,إضَافَة,,إضافة,"addition, something added",N,False,False,,يوسف المساكني قدم إضافة كبيرة للمنتخب التونسي,يوسف المساكني قدم إضافة كبيرة للمنتخب التونسي,Yousef Msakni added quite a lot to the Tunisian national team.
15389,إِضَافَيّة,,إضافية,additional,N,False,False,,إذا يوفى الميتون الثاني تعادل باش نتعدّاو للأشواط الإيضافيّة,إذا يوفى الميتون الثاني تعادل باش نتعداو للأشواط الإيضافية,"If the second half ends with a tie, we'll go to extra time."
15390,أضْخِمْ مِنْ,,أضخم من,"bigger than, greater than",ADJ,False,False,,مايكل تايزون أضخم برشة من الخصم متاعو,مايكل تايزون أضخم برشة من الخصم متاعو,Mike Tyson is much more impressive than his opponent.
15391,إضْرَابْ,,إضراب,strike (protest),N,False,False,,غدوة فمّا إضراب متع الكيران الصفر,غدوة فما إضراب متع الكيران الصفر,There is a strike of yellow bus drivers tomorrow.
15392,إضْرَابْ جُوعْ,,إضراب جوع,hunger strike,N,False,False,,المتظاهرين عملو إضراب جوع,المتظاهرين عملو إضراب جوع,The protestors held a hunger strike.
15393,إضْرَابْ عَامْ,,إضراب عام,general strike,N,False,False,,شركة النقل باش تعمل إضراب عامّ غدوة,شركة النقل باش تعمل إضراب عام غدوة,The transport company is going to hold a general strike tomorrow.
15394,إضْطَرْ,,إضطر,"to be obliged, forced",V,False,False,,زربني الوقت الصباح إضطرّيت باش نخرج من غير فطور,زربني الوقت الصباح إضطريت باش نخرج من غير فطور,"Time got away from me this morning, so we need to leave without having breakfast."
15395,إضْطِرَابْ,,إضطراب,"disorder, unrest, instability",N,False,False,,الطقس باش يشهد إضطرابات كبير الجمعة الجاية,الطقس باش يشهد إضطرابات كبير الجمعة الجاية,The weather is going to see major instability next week.
15395,إضْطِرَابْ,,إضطراب,turbulence (airplane),N,False,False,,الطائرة تعرضت لإضطربات جوية كبيرة,الطائرة تعرضت لإضطربات جوية كبيرة,The plane faced significant air turbulence.
15396,إضْطِهَادْ,,إضطهاد,persecution,N,False,False,,برشة حكام عرب يمارسوا في الإضطهاد على شعوبهم,برشة حكام عرب يمارسوا في الإضطهاد على شعوبهم,A lot of Arab leaders practice persecution of their people.
15397,إطَارْ,,إطار,"context, frame, structure",N,False,False,,الإطار القانوني ما يسمحش بمثل الممارسات هاذي,الإطار القانوني ما يسمحش بمثل الممارسات هاذي,The legal structure does not allow for such activities.
15398,أطِّرْ,,أطر,"to frame, place in a context",V,False,False,,الأستاذ متاعنا أطرنا بالباهي في القراية,الأستاذ متاعنا أطرنا بالباهي في القراية,Our teacher explained the context well in class.
15399,أطْرَاحْ,,أطراح,"games, rounds",N,False,False,,اليوم فما أطراح باهين باش يتلعبوا,اليوم فما أطراح باهين باش يتلعبوا,Today there are two good games to be played.
15400,طرّد,طَرِّدْ,طرد,"to fire, kick out, expel",V,False,False,,شركة سامسونغ طردت برشة خدامة,شركة سامسونغ طردت برشة خدامة,Samsung fired a lot of employees.
15401,أطرِشْ,,أطرش,deaf,ADJ,False,False,,ياخي أطرش ما تسمعش؟,ياخي أطرش ما تسمعش ، ,So are you deaf? Do you not hear?
15402,تْطَّرْشَقْ,,تطرشق,"to explode, blow up",V,False,False,,يزي ما عاش طرشق الفوشيك,يزي ما عاش طرشق الفوشيك,That's enough; quit setting off firecrackers.
15403,إطَّرْشَقْ بِالضُّحْكْ,,إطرشق بالضحك,"to explode with laughter, LOL",V,False,False,,أمين حكيتلو نكتة إطرشق بالضحك,أمين حكيتلو نكتة إطرشق بالضحك,I told Amin a joke and he exploded with laughter.
15404,طَرِّقْ,,طرق,to hit with a hammer,V,False,False,,بابا يطرق المسامر في الحيط,بابا يطرق المسامر في الحيط,Dad is nailing the nails in the wall.
15405,أطْرُوحَة,,أطروحة,"thesis, dissertation, final paper/research",N,False,False,,نحضّرفي الأطروحة متاعي على علم الإجتماع,نحضرفي الأطروحة متاعي على علم الإجتماع,I'm preparing my thesis on sociology.
15406,أطْفَالْ شْوَارَعْ,,أطفال شوارع,street children,N,False,False,,أطفال الشوارع يرقدو تحت القنطرة,أطفال الشوارع يرقدو تحت القنطرة,Street children sleep under the bridge.
15407,أطْلَالْ,,أطلال,"ruins, war damages, ravage of war",N,False,False,,بعد الحرب سوريا بقت كان أطلال متاع دمار,بعد الحرب سوريا بقت كان أطلال متاع دمار,"After the Syrian war, there are only ruins."
15408,إطّلِّبْ,,إطلب,"to require, take, demand, order, ask",V,False,False,,أطلب اش تحبّ و أنا باش نخلّص,أطلب اش تحب و أنا باش نخلص,Order what you want and I'll pay.
15409,أَطْلَقْ سَرَاحُو,,أطلق سراحو,"to free someone, release someone",V,False,False,,القاضي أطلق سراح الرّاجل المظلوم,القاضي أطلق سراح الراجل المظلوم,The judge released the victimized man.
15410,إطَيَّحْ السِرْوَالْ,,إطيح السروال,"to drop one's pants, sag (homosexual connotations)",V,False,False,,ولاد توا إلي هاذا إطيح السروال,ولاد توا إلي هاذا إطيح السروال,Kids now like that drop their pants.
15411,أظَافْ,,أظاف,to add,V,False,False,,الأستاذ أظاف درس جديد للإمتحان,الأستاذ أظاف درس جديد للإمتحان,The teacher aded a new lesson to the test.
15412,إعَادَة,,إعادة,repetition,N,False,False,,في الإعادة إفادة,في الإعادة إفادة,There is benefit in repetition.
15413,إعَادَة تَأْهِيلْ,,إعادة تأهيل,"rehabilitation, therapy",N,False,False,,لازم تمشي لمركز إعادة تأهيل,لازم تمشي لمركز إعادة تأهيل,You need to go to the rehabilitation center.
15414,إعَادَة نَظَرْ,,إعادة نظر,reconsideration,N,False,False,,أعمل إعادة نظر في الموضوع,أعمل إعادة نظر في الموضوع,Reconsider the subject.
15415,إعَاقَة,,إعاقة,handicap,N,False,False,,عندو إعاقة جسديّة,عندو إعاقة جسدية,He has a physical handicap.
15416,إعَانَة,,إعانة,"assistance, help, aid",N,False,False,,عطينا إعانة لدزاير بعد الزلزال,عطينا إعانة لدزاير بعد الزلزال,We gave help to Algeria after the earthquake.
15417,عَاوِدْ,,عاود,"to repeat, do something again",V,False,False,,باش نعاود نتفرّج في الفيلم,باش نعاود نتفرج في الفيلم,I'm going to watch that movie again.
15419,إعْتِبَارْ,,إعتبار,"consideration, estimation",N,False,False,,لازمك تحط وضعية بوك وأمك في عين الإعتبار,لازمك تحط وضعية بوك وأمك في عين الإعتبار,You need to consider your father and mother's situation.
15421,إعْتِدَاءْ,,إعتداء,"agression, act of violence",N,False,False,,الإعتداء بالعنف جريمة,الإعتداء بالعنف جريمة,Acts of violence are a crime.
15422,إعْتَدَى,,إعتدى,to commit an act of violence,V,False,False,,البوليس إعتدى على المواطن,البوليس إعتدى على المواطن,The police committed an act of violence on a citizen.
15423,إعْتِذَارْ,,إعتذار,apology,N,False,False,,البوليس قدّم الإعتذار متاعو,البوليس قدم الإعتذار متاعو,The police officer offered his apology.
15424,إعْتِذَارَاتْ رَسْمِيَة,,إعتذارات رسمية,official apologies,N,False,False,,تونس تستنّى في إعتذارات لرسميّة من فرنسا,تونس تستنى في إعتذارات لرسمية من فرنسا,Tunisia is wiating for France's official apologies.
15425,إعتذر,إِعْتَذِرْ,إعتذر,to apologize,V,False,False,,إمشي إعتذر لأختك,إمشي إعتذر لأختك,Go apologize to your sister.
15426,إعْتِرَاضْ,,إعتراض,objection,V,False,False,,أنا عندي إعتراض على القرار هذا,أنا عندي إعتراض على القرار هذا,I have an objection to that decision.
15427,إعْتِرَافْ,,إعتراف,confession,N,False,False,,الاعتراف بالحق فضيلة,الاعتراف بالحق فضيلة,The confession of one's rights is noble.
15431,إعترف بهزيمتو,إِعْتَرِفْ بْهَزِيمْتُو,إعترف بهزيمتو,"to admit one's loss, concede defeat",V,False,False,,عترف بهزيمتو بعد ما وفا الماتش,عترف بهزيمتو بعد ما وفا الماتش,He admitted his loss after the match ended.
15432,إعتزل,إِعْتَزِلْ,إعتزل,to retire from a sport,V,False,False,,زيدان إعتزل الكورة,زيدان إعتزل الكورة,Zidane retired from soccer.
15433,إعْتِصَامْ,,إعتصام,"sit in, protest",N,False,False,,عمّال النظافة عاملين إعتصام,عمال النظافة عاملين إعتصام,The street cleaners are holding a sit-in.
15434,إعتصم,إِعْتَصِمْ,إعتصم,to stage a sit in,V,False,False,,الخدّامة إعتصمو قدّام المعمل,الخدامة إعتصمو قدام المعمل,The workers held a sit-in in front of the factory.
15435,إعْتِقَادْ,,إعتقاد,"belief, doctrine",N,False,False,,داروين عندو إعتقاد إلّي الإنسان أصلو قرد,داروين عندو إعتقاد إلي الإنسان أصلو قرد,Darwin had a belief that people originally came from monkeys.
15436,إِعْتَقَدْ,,إعتقد,"to believe, think",V,False,False,,فمّا شكون يعتقد إلّي الكائنات الفضائيّة موجودة,فما شكون يعتقد إلي الكائنات الفضائية موجودة,There are people who believe that aliens are real.
15438,إعتنق دين,إِعْتَنِقْ دِينْ,إعتنق دين,to convert to a different religion,V,False,False,,محمّد علي كلاي إعتنق دين الإسلام,محمد علي كلاي إعتنق دين الإسلام,Mohammed Ali Clay converted to Islam.
15439,إعْجَابْ,,إعجاب,"admiration, amazement",N,False,False,,تنجّم تشوف الإعجاب في عينيها,تنجم تشوف الإعجاب في عينيها,You can see the amazement in her eyes.
15440,إعْجَازِي,,إعجازي,"marvelous, miraculous, amazing",ADJ,False,False,,ميسي قام بحركات إعجازية يعرف سرهم كان هو,ميسي قام بحركات إعجازية يعرف سرهم كان هو,Messi made amazing moves only he knows how to do.
15441,أعْجُوبَة,,أعجوبة,"amazing, stupendous, marvelous",N,False,False,,الأهرامات أعجوبة من عجائب العالم,الأهرامات أعجوبة من عجائب العالم,The pyramids are one of the wonders of the world.
15441,أعْجُوبَة,,أعجوبة,prodigy,N,False,False,,ميسي أعجوبة كروية عالمية,ميسي أعجوبة كروية عالمية,Messi is an internatinal child soccer prodigy.
15443,إعْدَادْ,,إعداد,preparation,N,False,False,,ليوم بدينا في إعداد البرنامج الدراسي,ليوم بدينا في إعداد البرنامج الدراسي,we started to prepare the scholastic schedule today.
15444,إعْدَامْ,,إعدام,"execution, death penalty",N,False,False,,حكم الإعدام كان موجود برشة قبل,حكم الإعدام كان موجود برشة قبل,The death penalty was very common before.
15445,أَعْدِم,,أعدم,"to execute, put to death",V,False,False,,أمريكا أعدمت صدّام,أمريكا أعدمت صدام,America executed Saddam.
15446,عَدِّي عَالدَّمْ,,عدي عالدم,"to have blood drawn, to do blood analysis",V,False,False,,الطبيب عطاني باش نمشي نعدّي على الدمّ,الطبيب عطاني باش نمشي نعدي على الدم,The doctor gave me a prescription to have blood drawn.
15447,أعْرَاضْ,,أعراض,symptom,N,False,False,,السخانة من أعراض المرض,السخانة من أعراض المرض,Fever is a symptom of sickness.
15448,أعْرَافْ,,أعراف,"customs, norms",N,False,False,,لازم نحترمو الأعراف و التقاليد متع كلّ بلاد,لازم نحترمو الأعراف و التقاليد متع كل بلاد,We need to respect the customs and traditions of every country.
